titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
Global Offshore Wind Infrastructure: Deployment and Operational Dynamics from Dense Sentinel-1 Time Series,"The offshore wind energy sector is expanding rapidly, increasing the need for independent, high-temporal-resolution monitoring of infrastructure deployment and operation at global scale. While Earth Observation based offshore wind infrastructure mapping has matured for spatial localization, existing open datasets lack temporally dense and semantically fine-grained information on construction and operational dynamics. We introduce a global Sentinel-1 synthetic aperture radar (SAR) time series data corpus that resolves deployment and operational phases of offshore wind infrastructure from 2016Q1 to 2025Q1. Building on an updated object detection workflow, we compile 15,606 time series at detected infrastructure locations, with overall 14,840,637 events as analysis-ready 1D SAR backscatter profiles, one profile per Sentinel-1 acquisition and location. To enable direct use and benchmarking, we release (i) the analysis ready 1D SAR profiles, (ii) event-level baseline semantic labels generated by a rule-based classifier, and (iii) an expert-annotated benchmark dataset of 553 time series with 328,657 event labels. The baseline classifier achieves a macro F1 score of 0.84 in event-wise evaluation and an area under the collapsed edit similarity-quality threshold curve (AUC) of 0.785, indicating temporal coherence. We demonstrate that the resulting corpus supports global-scale analyses of deployment dynamics, the identification of differences in regional deployment patterns, vessel interactions, and operational events, and provides a reference for developing and comparing time series classification methods for offshore wind infrastructure monitoring.","['cs.CV', 'cs.LG']",http://arxiv.org/abs/2604.20822v1,https://arxiv.org/pdf/2604.20822v1,22/04/2026-17:47:33,"['Thorsten Hoeser', 'Felix Bachofer', 'Claudia Kuenzer']",cs.CV
Autonomous Emergence of Hamiltonian in Deep Generative Models,"The unprecedented predictive success of deep generative models in complex many-body systems, such as AlphaFold3, raises an epistemological question: do these networks merely memorize data distributions via high-dimensional interpolation, or do they autonomously deduce the underlying physical laws? To address this, we introduce a rigorous algebraic framework to extract the implicit physical interactions learned by generative models. By establishing an exact equivalence between the zero-noise limit of a Riemannian diffusion score field and the thermodynamic restoring force, we utilize the trained neural network as a direct force estimator. Applying this framework to a sequence-dependent, frustrated 1D $O(3)$ spin glass, we probe the latent representations of an $O(3)$-equivariant attention architecture trained solely on thermal equilibrium snapshots. Without incorporating any energetic priors, an overdetermined linear inversion successfully recovers the microscopic Hamiltonian parameters of the spin system. The inferred Hamiltonian parameters exhibit a $99.7\%$ cosine similarity with the ground-truth interaction parameters. Furthermore, these sparse local parameters alone are sufficient to explain $87\%$ of the variance in the continuous force field predicted by the network. Our results provide quantitative, falsifiable evidence that deep generative architectures do not merely perform statistical pattern matching, but autonomously discover and internalize the underlying physical rules.","['cond-mat.dis-nn', 'cond-mat.stat-mech']",http://arxiv.org/abs/2604.20821v1,https://arxiv.org/pdf/2604.20821v1,22/04/2026-17:46:35,"['Wenjie Xi', 'Wei-Qiang Chen']",cond-mat.dis-nn
Convergent Evolution: How Different Language Models Learn Similar Number Representations,"Language models trained on natural text learn to represent numbers using periodic features with dominant periods at $T=2, 5, 10$. In this paper, we identify a two-tiered hierarchy of these features: while Transformers, Linear RNNs, LSTMs, and classical word embeddings trained in different ways all learn features that have period-$T$ spikes in the Fourier domain, only some learn geometrically separable features that can be used to linearly classify a number mod-$T$. To explain this incongruity, we prove that Fourier domain sparsity is necessary but not sufficient for mod-$T$ geometric separability. Empirically, we investigate when model training yields geometrically separable features, finding that the data, architecture, optimizer, and tokenizer all play key roles. In particular, we identify two different routes through which models can acquire geometrically separable features: they can learn them from complementary co-occurrence signals in general language data, including text-number co-occurrence and cross-number interaction, or from multi-token (but not single-token) addition problems. Overall, our results highlight the phenomenon of convergent evolution in feature learning: A diverse range of models learn similar features from different training signals.","['cs.CL', 'cs.AI', 'cs.LG']",http://arxiv.org/abs/2604.20817v1,https://arxiv.org/pdf/2604.20817v1,22/04/2026-17:45:27,"['Deqing Fu', 'Tianyi Zhou', 'Mikhail Belkin', 'Vatsal Sharan', 'Robin Jia']",cs.CL
ParetoSlider: Diffusion Models Post-Training for Continuous Reward Control,"Reinforcement Learning (RL) post-training has become the standard for aligning generative models with human preferences, yet most methods rely on a single scalar reward. When multiple criteria matter, the prevailing practice of ``early scalarization'' collapses rewards into a fixed weighted sum. This commits the model to a single trade-off point at training time, providing no inference-time control over inherently conflicting goals -- such as prompt adherence versus source fidelity in image editing. We introduce ParetoSlider, a multi-objective RL (MORL) framework that trains a single diffusion model to approximate the entire Pareto front. By training the model with continuously varying preference weights as a conditioning signal, we enable users to navigate optimal trade-offs at inference time without retraining or maintaining multiple checkpoints. We evaluate ParetoSlider across three state-of-the-art flow-matching backbones: SD3.5, FluxKontext, and LTX-2. Our single preference-conditioned model matches or exceeds the performance of baselines trained separately for fixed reward trade-offs, while uniquely providing fine-grained control over competing generative goals.","['cs.LG', 'cs.CV']",http://arxiv.org/abs/2604.20816v1,https://arxiv.org/pdf/2604.20816v1,22/04/2026-17:44:56,"['Shelly Golan', 'Michael Finkelson', 'Ariel Bereslavsky', 'Yotam Nitzan', 'Or Patashnik']",cs.LG
Mask World Model: Predicting What Matters for Robust Robot Policy Learning,"World models derived from large-scale video generative pre-training have emerged as a promising paradigm for generalist robot policy learning. However, standard approaches often focus on high-fidelity RGB video prediction, this can result in overfitting to irrelevant factors, such as dynamic backgrounds and illumination changes. These distractions reduce the model's ability to generalize, ultimately leading to unreliable and fragile control policies. To address this, we introduce the Mask World Model (MWM), which leverages video diffusion architectures to predict the evolution of semantic masks instead of pixels. This shift imposes a geometric information bottleneck, forcing the model to capture essential physical dynamics and contact relations while filtering out visual noise. We seamlessly integrate this mask dynamics backbone with a diffusion-based policy head to enable robust end-to-end control. Extensive evaluations demonstrate the superiority of MWM on the LIBERO and RLBench simulation benchmarks, significantly outperforming the state-of-the-art RGB-based world models. Furthermore, real-world experiments and robustness evaluation (via random token pruning) reveal that MWM exhibits superior generalization capabilities and robust resilience to texture information loss.",['cs.RO'],http://arxiv.org/abs/2604.19683v2,https://arxiv.org/pdf/2604.19683v2,21/04/2026-17:05:37,"['Yunfan Lou', 'Xiaowei Chi', 'Xiaojie Zhang', 'Zezhong Qian', 'Chengxuan Li', 'Rongyu Zhang', 'Yaoxu Lyu', 'Guoyu Song', 'Chuyao Fu', 'Haoxuan Xu', 'Pengwei Wang', 'Shanghang Zhang']",cs.RO
Diagnosing CFG Interpretation in LLMs,"As LLMs are increasingly integrated into agentic systems, they must adhere to dynamically defined, machine-interpretable interfaces. We evaluate LLMs as in-context interpreters: given a novel context-free grammar, can LLMs generate syntactically valid, behaviorally functional, and semantically faithful outputs? We introduce RoboGrid, a framework that disentangles syntax, behavior, and semantics through controlled stress-tests of recursion depth, expression complexity, and surface styles. Our experiments reveal a consistent hierarchical degradation: LLMs often maintain surface syntax but fail to preserve structural semantics. Despite the partial mitigation provided by CoT reasoning, performance collapses under structural density, specifically deep recursion and high branching, with semantic alignment vanishing at extreme depths. Furthermore, ""Alien"" lexicons reveal that LLMs rely on semantic bootstrapping from keywords rather than pure symbolic induction. These findings pinpoint critical gaps in hierarchical state-tracking required for reliable, grammar-agnostic agents.",['cs.AI'],http://arxiv.org/abs/2604.20811v1,https://arxiv.org/pdf/2604.20811v1,22/04/2026-17:43:05,"['Hanqi Li', 'Lu Chen', 'Kai Yu']",cs.AI
Geodesic Completeness in General Cosmological Scenarios,"The well-known Borde-Guth-Vilenkin Theorem shows that inflationary spacetimes are generically geodesically past-incomplete, necessitating the existence of a pre-inflationary boundary of some sort, possibly singular. I discuss the generalization of the BGV theorem to spacetimes beyond inflation, including inhomogeneous and cyclic models. As an example, I show that the cyclic model proposed by Ijjas and Steinhardt is geodesically incomplete.","['gr-qc', 'astro-ph.CO']",http://arxiv.org/abs/2604.20809v1,https://arxiv.org/pdf/2604.20809v1,22/04/2026-17:41:41,['William H. Kinney'],gr-qc
Equivariant formality and the cohomology of subgroups of right-angled Coxeter groups,"We construct models for the classifying spaces of coabelian subgroups of right-angled Coxeter groups as homotopy orbit spaces of real moment-angle complexes, generalizing well-known models for the classifying space of a right-angled Coxeter group and its commutator subgroup. This identifies the cohomology of these groups with the Borel equivariant cohomology of elementary abelian $2$-group actions on cubical subcomplexes of a cube $[-1,1]^m$. We then characterize equivariant formality for these actions, leading to a simple graph-theoretic criterion for when the cohomology of a coabelian subgroup is free as a module over the cohomology of the quotient by the commutator subgroup of the right-angled Coxeter group.","['math.AT', 'math.GR']",http://arxiv.org/abs/2604.20808v1,https://arxiv.org/pdf/2604.20808v1,22/04/2026-17:39:09,"['Steven Amelotte', 'Vladimir Gorchakov']",math.AT
Quantum hardware noise learning via differentiable Kraus representation on tensor networks,"We present a method for learning quantum hardware noise from a measurement distribution of a single device experiment. Each noise channel is represented by automatically differentiable Kraus operators obtained from a Stinespring-based parameterization that is completely positive and trace preserving by construction, and circuits are simulated with a matrix product density operator forward model. Independent channels are attached to each native gate type, to each nearest-neighbor crosstalk interaction, and to state preparation and measurement, and all channels are optimized end-to-end against a distance between the simulated and observed measurement distributions. On ibm_fez, a Heron-generation superconducting processor, training on a ripple-carry adder circuit reproduces the device output distribution, and the same learned parameters, applied without retraining, also track the device distribution of an unrelated multiplier circuit, indicating that the method captures intrinsic device characteristics rather than overfitting to the training circuit. A systematic evaluation across a range of benchmark circuits confirms that this generalization is consistent. We further use the learned model to perform an offline feasibility assessment of the quantum approximate optimization algorithm with an error detection scheme, demonstrating the kind of noise-aware prediction the framework is designed to enable.",['quant-ph'],http://arxiv.org/abs/2604.20804v1,https://arxiv.org/pdf/2604.20804v1,22/04/2026-17:35:01,"['Ryo Sakai', 'Yu Yamashiro']",quant-ph
Autonomous LLM-generated Feedback for Student Exercises in Introductory Software Engineering Courses,"Introductory Software Engineering (SE) courses face rapidly increasing student enrollment numbers, participants with diverse backgrounds and the influence of Generative AI (GenAI) solutions. High teacher-to-student ratios often challenge providing timely, high-quality, and personalized feedback a significant challenge for educators. To address these challenges, we introduce NAILA, a tool that provides 24/7 autonomous feedback for student exercises. Utilizing GenAI in the form of modern LLMs, NAILA processes student solutions provided in open document formats, evaluating them against teacher-defined model solutions through specialized prompt templates. We conducted an empirical study involving 900+ active students at the University of Duisburg-Essen to assess four main research questions investigating (1) the underlying motivations that drive students to either adopt or reject NAILA, (2) user acceptance by measuring perceived usefulness and ease of use alongside subjective learning progress, (3) how often and how consistently students engage with NAILA, and (4) how using NAILA to receive AI feedback impacts on academic performance compared to human feedback.",['cs.SE'],http://arxiv.org/abs/2604.20803v1,https://arxiv.org/pdf/2604.20803v1,22/04/2026-17:34:58,['Andreas Metzger'],cs.SE
WISCA: A Lightweight Model Transition Method to Improve LLM Training via Weight Scaling,"Transformer architecture gradually dominates the LLM field. Recent advances in training optimization for Transformer-based large language models (LLMs) primarily focus on architectural modifications or optimizer adjustments. However, these approaches lack systematic optimization of weight patterns during training. Weight pattern refers to the distribution and relative magnitudes of weight parameters in a neural network. To address this issue, we propose a Weight Scaling method called WISCA to enhance training efficiency and model quality by strategically improving neural network weight patterns without changing network structures. By rescaling weights while preserving model outputs, WISCA indirectly optimizes the model's training trajectory. Experiments demonstrate that WISCA significantly improves convergence quality (measured by generalization capability and loss reduction), particularly in LLMs with Grouped Query Attention (GQA) architectures and LoRA fine-tuning tasks. Empirical results show 5.6% average improvement on zero-shot validation tasks and 2.12% average reduction in training perplexity across multiple architectures.","['cs.LG', 'cs.CL']",http://arxiv.org/abs/2508.16676v2,https://arxiv.org/pdf/2508.16676v2,21/08/2025-08:08:22,"['Jiacheng Li', 'Jianchao Tan', 'Zhidong Yang', 'Pingwei Sun', 'Feiye Huo', 'Jiayu Qin', 'Xiangyu Zhang', 'Maoxin He', 'Yerui Sun', 'Yuchen Xie', 'Guangming Tan', 'Weile Jia', 'Xunliang Cai', 'Tong Zhao']",cs.LG
LEXIS: LatEnt ProXimal Interaction Signatures for 3D HOI from an Image,"Reconstructing 3D Human-Object Interaction from an RGB image is essential for perceptive systems. Yet, this remains challenging as it requires capturing the subtle physical coupling between the body and objects. While current methods rely on sparse, binary contact cues, these fail to model the continuous proximity and dense spatial relationships that characterize natural interactions. We address this limitation via InterFields, a representation that encodes dense, continuous proximity across the entire body and object surfaces. However, inferring these fields from single images is inherently ill-posed. To tackle this, our intuition is that interaction patterns are characteristically structured by the action and object geometry. We capture this structure in LEXIS, a novel discrete manifold of interaction signatures learned via a VQ-VAE. We then develop LEXIS-Flow, a diffusion framework that leverages LEXIS signatures to estimate human and object meshes alongside their InterFields. Notably, these InterFields help in a guided refinement that ensures physically-plausible, proximity-aware reconstructions without requiring post-hoc optimization. Evaluation on Open3DHOI and BEHAVE shows that LEXIS-Flow significantly outperforms existing SotA baselines in reconstruction, contact, and proximity quality. Our approach not only improves generalization but also yields reconstructions perceived as more realistic, moving us closer to holistic 3D scene understanding. Code & models will be public at https://anticdimi.github.io/lexis.","['cs.CV', 'cs.LG']",http://arxiv.org/abs/2604.20800v1,https://arxiv.org/pdf/2604.20800v1,22/04/2026-17:27:13,"['Dimitrije Antić', 'Alvaro Budria', 'George Paschalidis', 'Sai Kumar Dwivedi', 'Dimitrios Tzionas']",cs.CV
A Systematic Search for Trace Molecules in the Atmosphere of Exoplanet K2-18 b,"The first transmission spectrum of the habitable-zone sub-Neptune K2-18 b with JWST has opened a new avenue for atmospheric characterisation of temperate low-mass exoplanets. The observations led to inferences of methane and carbon dioxide, as well as of dimethyl sulfide (DMS) and/or dimethyl disulfide (DMDS), both potential biosignatures. In the present work we conduct a broad and agnostic search for other chemical species in the atmosphere of K2-18 b. Our exploration includes 661 molecules, spanning a wide range of trace gases, including biotic, abiotic, and anthropogenic gases on Earth. We investigate possible preference for any of these gases, compared to a model only including the previously-detected CH$_4$ and CO$_2$, using three metrics: (a) preference in the JWST mid-infrared (MIR) spectrum, (b) preference in the JWST near-infrared spectrum, for species preferred in MIR and (c) plausible sources of production. We find that only DMS consistently results in Bayes factors $\ln B \geq 2.0$ across the datasets considered independently, though in the near-infrared this depends on detector offsets, as previously reported. The threshold of $\ln B \geq 2.0$ is motivated by the conventional threshold of $\ln B \geq 2.5$ for moderate preference, allowing for an empirical uncertainty of 0.5. A few other gases also provide comparable fits to a subset of the data or only with some of the retrieval codes used, but with limited known plausible sources. Our study highlights the need for further observations to distinguish between possible trace gases in the atmosphere of K2-18 b and theoretical work to establish their plausible sources.",['astro-ph.EP'],http://arxiv.org/abs/2505.10539v2,https://arxiv.org/pdf/2505.10539v2,15/05/2025-17:48:51,"['Lorenzo Pica-Ciamarra', 'Nikku Madhusudhan', 'Gregory J. Cooke', 'Savvas Constantinou', 'Martin Binet']",astro-ph.EP
Gauge-Equivariant Graph Neural Networks for Lattice Gauge Theories,"Local gauge symmetry underlies fundamental interactions and strongly correlated quantum matter, yet existing machine-learning approaches lack a general, principled framework for learning under site-dependent symmetries, particularly for intrinsically nonlocal observables. Here we introduce a gauge-equivariant graph neural network that embeds non-Abelian symmetry directly into message passing via matrix-valued, gauge-covariant features and symmetry-compatible updates, extending equivariant learning from global to fully local symmetries. In this formulation, message passing implements gauge-covariant transport across the lattice, allowing nonlocal correlations and loop-like structures to emerge naturally from local operations. We validate the approach across pure gauge, gauge-matter, and dynamical regimes, establishing gauge-equivariant message passing as a general paradigm for learning in systems governed by local symmetry.","['cond-mat.str-el', 'cs.LG', 'hep-lat']",http://arxiv.org/abs/2604.20797v1,https://arxiv.org/pdf/2604.20797v1,22/04/2026-17:21:20,"['Ali Rayat', 'Yaohang Li', 'Gia-Wei Chern']",cond-mat.str-el
