titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
Survival of the Cheapest: Cost-Aware Hardware Adaptation for Adversarial Robustness,"Deploying adversarially robust machine learning systems requires continuous trade-offs between robustness, cost, and latency. We present an autonomic decision-support framework providing a quantitative foundation for adaptive hardware selection and hyper-parameter tuning in cloud-native deep learning. The framework applies accelerated failure time (AFT) models to quantify the effect of hardware choice, batch size, epochs, and validation accuracy on model survival time. This framework can be naturally integrated into an autonomic control loop (monitor--analyse--plan--execute, MAPE-K), where system metrics such as cost, robustness, and latency are continuously evaluated and used to adapt model configurations and hardware selection. Experiments across three GPU architectures confirm the framework is both sound and cost-effective: the Nvidia L4 yields a 20% increase in adversarial survival time while costing 75% less than the V100, demonstrating that expensive hardware does not necessarily improve robustness. The analysis further reveals that model inference latency is a stronger predictor of adversarial robustness than training time or hardware configuration.","['cs.CR', 'cs.CV', 'cs.LG', 'stat.AP']",http://arxiv.org/abs/2409.07609v2,https://arxiv.org/pdf/2409.07609v2,11/09/2024-20:43:59,"['Charles Meyers', 'Mohammad Reza Saleh Sedghpour', 'Tommy Löfstedt', 'Erik Elmroth']",cs.CR
Quantum hardware noise learning via differentiable Kraus representation on tensor networks,"We present a method for learning quantum hardware noise from a measurement distribution of a single device experiment. Each noise channel is represented by automatically differentiable Kraus operators obtained from a Stinespring-based parameterization that is completely positive and trace preserving by construction, and circuits are simulated with a matrix product density operator forward model. Independent channels are attached to each native gate type, to each nearest-neighbor crosstalk interaction, and to state preparation and measurement, and all channels are optimized end-to-end against a distance between the simulated and observed measurement distributions. On ibm_fez, a Heron-generation superconducting processor, training on a ripple-carry adder circuit reproduces the device output distribution, and the same learned parameters, applied without retraining, also track the device distribution of an unrelated multiplier circuit, indicating that the method captures intrinsic device characteristics rather than overfitting to the training circuit. A systematic evaluation across a range of benchmark circuits confirms that this generalization is consistent. We further use the learned model to perform an offline feasibility assessment of the quantum approximate optimization algorithm with an error detection scheme, demonstrating the kind of noise-aware prediction the framework is designed to enable.",['quant-ph'],http://arxiv.org/abs/2604.20804v1,https://arxiv.org/pdf/2604.20804v1,22/04/2026-17:35:01,"['Ryo Sakai', 'Yu Yamashiro']",quant-ph
Autonomous LLM-generated Feedback for Student Exercises in Introductory Software Engineering Courses,"Introductory Software Engineering (SE) courses face rapidly increasing student enrollment numbers, participants with diverse backgrounds and the influence of Generative AI (GenAI) solutions. High teacher-to-student ratios often challenge providing timely, high-quality, and personalized feedback a significant challenge for educators. To address these challenges, we introduce NAILA, a tool that provides 24/7 autonomous feedback for student exercises. Utilizing GenAI in the form of modern LLMs, NAILA processes student solutions provided in open document formats, evaluating them against teacher-defined model solutions through specialized prompt templates. We conducted an empirical study involving 900+ active students at the University of Duisburg-Essen to assess four main research questions investigating (1) the underlying motivations that drive students to either adopt or reject NAILA, (2) user acceptance by measuring perceived usefulness and ease of use alongside subjective learning progress, (3) how often and how consistently students engage with NAILA, and (4) how using NAILA to receive AI feedback impacts on academic performance compared to human feedback.",['cs.SE'],http://arxiv.org/abs/2604.20803v1,https://arxiv.org/pdf/2604.20803v1,22/04/2026-17:34:58,['Andreas Metzger'],cs.SE
Machine Learning-Based Characterization of Solar p-Mode Frequency Shifts during Solar Cycle 25,"The solar interior is probed by the properties of the Sun's acoustic oscillations (p-modes) observed on the solar surface. The frequencies of these p-modes measured in the last three decades show long term variation similar to the 11 year cyclic behaviour exhibited by 10.7 cm radio flux, sunspot numbers and other solar activity indices. It is also now established that the cyclic behavior of some of the solar proxies are connected with geomagnetic activities and have implications for space weather. Hence, in recent years efforts have been made using machine-learning methods to forecast these solar proxies with a view to improve our understanding of space weather. Developing a comparable method for forecasting p-mode frequency shifts is therefore of interest for two reasons. Firstly, it will facilitate future investigations into its potential role in tracing energy drivers from the Sun's interior to the geospace response by improving models of solar interior dynamics to coronal and heliospheric plasma conditions. In other words, it will help establish a more robust and quantitative link between the Sun's interior and its exterior. Secondly, it may provide us with an independent indicator or an early indicator of ascending and descending phase of solar activity which might be useful for space weather forecasting.
  In this article, we develop and apply the standard time-series analysis and machine-learning based methods to characterise p-mode frequency shifts for the remaining solar cycle 25.",['astro-ph.SR'],http://arxiv.org/abs/2604.20802v1,https://arxiv.org/pdf/2604.20802v1,22/04/2026-17:33:03,"['Rekha Jain', 'Akash Kumar', 'Sushanta C. Tripathy']",astro-ph.SR
WISCA: A Lightweight Model Transition Method to Improve LLM Training via Weight Scaling,"Transformer architecture gradually dominates the LLM field. Recent advances in training optimization for Transformer-based large language models (LLMs) primarily focus on architectural modifications or optimizer adjustments. However, these approaches lack systematic optimization of weight patterns during training. Weight pattern refers to the distribution and relative magnitudes of weight parameters in a neural network. To address this issue, we propose a Weight Scaling method called WISCA to enhance training efficiency and model quality by strategically improving neural network weight patterns without changing network structures. By rescaling weights while preserving model outputs, WISCA indirectly optimizes the model's training trajectory. Experiments demonstrate that WISCA significantly improves convergence quality (measured by generalization capability and loss reduction), particularly in LLMs with Grouped Query Attention (GQA) architectures and LoRA fine-tuning tasks. Empirical results show 5.6% average improvement on zero-shot validation tasks and 2.12% average reduction in training perplexity across multiple architectures.","['cs.LG', 'cs.CL']",http://arxiv.org/abs/2508.16676v2,https://arxiv.org/pdf/2508.16676v2,21/08/2025-08:08:22,"['Jiacheng Li', 'Jianchao Tan', 'Zhidong Yang', 'Pingwei Sun', 'Feiye Huo', 'Jiayu Qin', 'Xiangyu Zhang', 'Maoxin He', 'Yerui Sun', 'Yuchen Xie', 'Guangming Tan', 'Weile Jia', 'Xunliang Cai', 'Tong Zhao']",cs.LG
LEXIS: LatEnt ProXimal Interaction Signatures for 3D HOI from an Image,"Reconstructing 3D Human-Object Interaction from an RGB image is essential for perceptive systems. Yet, this remains challenging as it requires capturing the subtle physical coupling between the body and objects. While current methods rely on sparse, binary contact cues, these fail to model the continuous proximity and dense spatial relationships that characterize natural interactions. We address this limitation via InterFields, a representation that encodes dense, continuous proximity across the entire body and object surfaces. However, inferring these fields from single images is inherently ill-posed. To tackle this, our intuition is that interaction patterns are characteristically structured by the action and object geometry. We capture this structure in LEXIS, a novel discrete manifold of interaction signatures learned via a VQ-VAE. We then develop LEXIS-Flow, a diffusion framework that leverages LEXIS signatures to estimate human and object meshes alongside their InterFields. Notably, these InterFields help in a guided refinement that ensures physically-plausible, proximity-aware reconstructions without requiring post-hoc optimization. Evaluation on Open3DHOI and BEHAVE shows that LEXIS-Flow significantly outperforms existing SotA baselines in reconstruction, contact, and proximity quality. Our approach not only improves generalization but also yields reconstructions perceived as more realistic, moving us closer to holistic 3D scene understanding. Code & models will be public at https://anticdimi.github.io/lexis.","['cs.CV', 'cs.LG']",http://arxiv.org/abs/2604.20800v1,https://arxiv.org/pdf/2604.20800v1,22/04/2026-17:27:13,"['Dimitrije Antić', 'Alvaro Budria', 'George Paschalidis', 'Sai Kumar Dwivedi', 'Dimitrios Tzionas']",cs.CV
Gauge-Equivariant Graph Neural Networks for Lattice Gauge Theories,"Local gauge symmetry underlies fundamental interactions and strongly correlated quantum matter, yet existing machine-learning approaches lack a general, principled framework for learning under site-dependent symmetries, particularly for intrinsically nonlocal observables. Here we introduce a gauge-equivariant graph neural network that embeds non-Abelian symmetry directly into message passing via matrix-valued, gauge-covariant features and symmetry-compatible updates, extending equivariant learning from global to fully local symmetries. In this formulation, message passing implements gauge-covariant transport across the lattice, allowing nonlocal correlations and loop-like structures to emerge naturally from local operations. We validate the approach across pure gauge, gauge-matter, and dynamical regimes, establishing gauge-equivariant message passing as a general paradigm for learning in systems governed by local symmetry.","['cond-mat.str-el', 'cs.LG', 'hep-lat']",http://arxiv.org/abs/2604.20797v1,https://arxiv.org/pdf/2604.20797v1,22/04/2026-17:21:20,"['Ali Rayat', 'Yaohang Li', 'Gia-Wei Chern']",cond-mat.str-el
"Automatic Ontology Construction Using LLMs as an External Layer of Memory, Verification, and Planning for Hybrid Intelligent Systems","This paper presents a hybrid architecture for intelligent systems in which large language models (LLMs) are extended with an external ontological memory layer. Instead of relying solely on parametric knowledge and vector-based retrieval (RAG), the proposed approach constructs and maintains a structured knowledge graph using RDF/OWL representations, enabling persistent, verifiable, and semantically grounded reasoning.
  The core contribution is an automated pipeline for ontology construction from heterogeneous data sources, including documents, APIs, and dialogue logs. The system performs entity recognition, relation extraction, normalization, and triple generation, followed by validation using SHACL and OWL constraints, and continuous graph updates. During inference, LLMs operate over a combined context that integrates vector-based retrieval with graph-based reasoning and external tool interaction.
  Experimental observations on planning tasks, including the Tower of Hanoi benchmark, indicate that ontology augmentation improves performance in multi-step reasoning scenarios compared to baseline LLM systems. In addition, the ontology layer enables formal validation of generated outputs, transforming the system into a generation-verification-correction pipeline.
  The proposed architecture addresses key limitations of current LLM-based systems, including lack of long-term memory, weak structural understanding, and limited reasoning capabilities. It provides a foundation for building agent-based systems, robotics applications, and enterprise AI solutions that require persistent knowledge, explainability, and reliable decision-making.",['cs.AI'],http://arxiv.org/abs/2604.20795v1,https://arxiv.org/pdf/2604.20795v1,22/04/2026-17:19:43,"['Pavel Salovskii', 'Iuliia Gorshkova']",cs.AI
Working Memory Constraints Scaffold Learning in Transformers under Data Scarcity,"We investigate the integration of human-like working memory constraints into the Transformer architecture and implement several cognitively inspired attention variants, including fixed-width windows based and temporal decay based attention mechanisms. Our modified GPT-2 models are trained from scratch on developmentally plausible datasets (10M and 100M words). Performance is evaluated on grammatical judgment tasks (BLiMP) and alignment with human reading time data. Our results indicate that these cognitively-inspired constraints, particularly fixed-width attention, can significantly improve grammatical accuracy especially when training data is scarce. These constrained models also tend to show a stronger alignment with human processing metrics. The findings suggest that such constraints may serve as a beneficial inductive bias, guiding models towards more robust linguistic representations, especially in data-limited settings.","['cs.CL', 'cs.AI', 'cs.LG']",http://arxiv.org/abs/2604.20789v1,https://arxiv.org/pdf/2604.20789v1,22/04/2026-17:14:52,"['Pranava Madhyastha', 'Dagmar Adamcova']",cs.CL
Control Consistency Losses for Diffusion Bridges,"Simulating the conditioned dynamics of diffusion processes, given their initial and terminal states, is an important but challenging problem in the sciences. The difficulty is particularly pronounced for rare events, for which the unconditioned dynamics rarely reach the terminal state. In this work, we propose a novel approach for learning diffusion bridges based on a self-consistency property of the optimal control. The resulting algorithm learns the conditioned dynamics in an iterative online manner, and exhibits strong performance in a range of empirical settings without requiring differentiation through simulated trajectories. Beyond the diffusion bridge setting, we draw connections between our self-consistency framework and recent advances in the wider stochastic optimal control literature.","['stat.ML', 'cs.LG']",http://arxiv.org/abs/2512.05070v2,https://arxiv.org/pdf/2512.05070v2,04/12/2025-18:31:39,"['Samuel Howard', 'Nikolas Nüsken', 'Jakiw Pidstrigach']",stat.ML
Physics-Conditioned Synthesis of Internal Ice-Layer Thickness for Incomplete Layer Traces,"Internal ice layers imaged by radar provide key evidence of snow accumulation and ice dynamics, but radar-derived layer boundary observations are often incomplete, with discontinuous traces and sometimes entirely missing layers, due to limited resolution, sensor noise, and signal loss. Existing graph-based models for ice stratigraphy generally assume sufficiently complete layer profiles and focus on predicting deeper-layer thickness from reliably traced shallow layers. In this work, we address the layer-completion problem itself by synthesizing complete ice-layer thickness annotations from incomplete radar-derived layer traces by conditioning on colocated physical features synchronized from physical climate models. The proposed network combines geometric learning to aggregate within-layer spatial context with a transformer-based temporal module that propagates information across layers to encourage coherent stratigraphy and consistent thickness evolution. To learn from incomplete supervision, we optimize a mask-aware robust regression objective that evaluates errors only at observed thickness values and normalizes by the number of valid entries, enabling stable training under varying sparsity without imputation and steering completions toward physically plausible values. The model preserves observed thickness where available and infers only missing regions, recovering fragmented segments and even fully absent layers while remaining consistent with measured traces. As an additional benefit, the synthesized thickness stacks provide effective pretraining supervision for a downstream deep-layer predictor, improving fine-tuned accuracy over training from scratch on the same fully traced data.",['cs.LG'],http://arxiv.org/abs/2604.20783v1,https://arxiv.org/pdf/2604.20783v1,22/04/2026-17:10:48,"['Zesheng Liu', 'Maryam Rahnemoonfar']",cs.LG
Efficient Multi-Cohort Inference for Long-Term Effects and Lifetime Value in A/B Testing with User Learning,"In streaming platforms churn is extremely costly, yet A/B tests are typically evaluated using outcomes observed within a limited experimental horizon. Even when both short- and predicted long-term engagement metrics are considered, they may fail to capture how a treatment affects users' retention. Consequently, an intervention may appear beneficial in the short term and neutral in the long term while still generating lower total value than the control due to users churn.
  To address this limitation, we introduce a method that estimates long-term treatment effects (LTE) and residual lifetime value change ($ΔERLV$) in short multi-cohort A/B tests under user learning. To estimate time-varying treatment effects efficiently, we introduce an inverse-variance weighted estimator that combines multiple cohorts estimates, reducing variance relative to standard approaches in the literature. The estimated treatment trajectory is then modeled as a parametric decay to recover both the asymptotic treatment effect and the cumulative value generated over time.
  Our framework enables simultaneous evaluation of steady-state impact and residual user value within a single experiment. Empirical results show improved precision in estimating LTE and $ΔERLV$ and identify scenarios in which relying on either short-term or long-term metrics alone would lead to incorrect product decisions.",['cs.LG'],http://arxiv.org/abs/2604.20777v1,https://arxiv.org/pdf/2604.20777v1,22/04/2026-17:05:11,"['Dario Simionato', 'Andrea Tonon', 'Mingxue Wang', 'Weiguo Wang', 'Tong Gui', 'Xiaoyue Li']",cs.LG
Relative Entropy Estimation in Function Space: Theory and Applications to Trajectory Inference,"Trajectory Inference (TI) seeks to recover latent dynamical processes from snapshot data, where only independent samples from time-indexed marginals are observed. In applications such as single-cell genomics, destructive measurements make path-space laws non-identifiable from finitely many marginals, leaving held-out marginal prediction as the dominant but limited evaluation protocol. We introduce a general framework for estimating the Kullback-Leibler divergence (KL) divergence between probability measures on function space, yielding a tractable, data-driven estimator that is scalable to realistic snapshot datasets. We validate the accuracy of our estimator on a benchmark suite, where the estimated functional KL closely matches the analytic KL. Applying this framework to synthetic and real scRNA-seq datasets, we show that current evaluation metrics often give inconsistent assessments, whereas path-space KL enables a coherent comparison of trajectory inference methods and exposes discrepancies in inferred dynamics, especially in regions with sparse or missing data. These results support functional KL as a principled criterion for evaluating trajectory inference under partial observability.",['cs.LG'],http://arxiv.org/abs/2604.20775v1,https://arxiv.org/pdf/2604.20775v1,22/04/2026-17:03:49,"['Chao Wang', 'Luca Nepote', 'Giulio Franzese', 'Pietro Michiardi']",cs.LG
RelianceScope: An Analytical Framework for Examining Students' Reliance on Generative AI Chatbots in Problem Solving,"Generative AI chatbots enable personalized problem-solving, but effective learning requires students to self-regulate both how they seek help and how they use AI-generated responses. Considering engagement modes across these two actions reveals nuanced reliance patterns: for example, a student may actively engage in help-seeking by clearly specifying areas of need, yet engage passively in response-use by copying AI outputs, or vice versa. However, existing research lacks systematic tools for jointly capturing engagement across help-seeking and response-use, limiting the analysis of such reliance behaviors. We introduce RelianceScope, an analytical framework that characterizes students' reliance on chatbots during problem-solving. RelianceScope (1) operationalizes reliance into nine patterns based on combinations of engagement modes in help-seeking and response-use, and (2) situates these patterns within a knowledge-context lens that accounts for students' prior knowledge and the instructional significance of knowledge components. Rather than prescribing optimal AI use, the framework enables fine-grained analysis of reliance in open-ended student-AI interactions. As an illustrative application, we applied RelianceScope to analyze chat and code-edit logs from 79 college students in a web programming course. Results show that active help-seeking is associated with active response-use, whereas reliance patterns remain similar across knowledge mastery levels. Students often struggled to articulate their knowledge gaps and to adapt AI responses. Using our annotated dataset as a benchmark, we further demonstrate that large language models can reliably detect reliance during help-seeking and response-use. We conclude by discussing the implications of RelianceScope and the design guidelines for AI-supported educational systems.",['cs.HC'],http://arxiv.org/abs/2602.16251v2,https://arxiv.org/pdf/2602.16251v2,18/02/2026-07:59:44,"['Hyoungwook Jin', 'Minju Yoo', 'Jieun Han', 'Zixin Chen', 'So-Yeon Ahn', 'Xu Wang']",cs.HC
